entity,cost_centre,account_code,period_month,budget_amount,currency
MI-NL,SGA-EU,6320,2024-05,6215.79,USD
MI-NL,SGA-EU,6320,2024-06,6071.14,USD
MI-NL,SGA-EU,6320,2024-07,5766.74,USD
MI-NL,SGA-EU,6320,2024-08,5433.19,USD
MI-NL,SGA-EU,6320,2024-09,5360.15,USD
MI-NL,SGA-EU,6320,2024-10,5219.17,USD
MI-NL,SGA-EU,6320,2024-11,5254.34,USD
MI-NL,SGA-EU,6320,2024-12,5611.15,USD
MI-NL,SGA-EU,6330,2024-01,2817.82,USD
MI-NL,SGA-EU,6330,2024-02,2973.83,USD
MI-NL,SGA-EU,6330,2024-03,3099.99,USD
MI-NL,SGA-EU,6330,2024-04,3126.68,USD
MI-NL,SGA-EU,6330,2024-05,3063.6,USD
MI-NL,SGA-EU,6330,2024-06,3010.7,USD
MI-NL,SGA-EU,6330,2024-07,2843.27,USD
MI-NL,SGA-EU,6330,2024-08,2682.64,USD
MI-NL,SGA-EU,6330,2024-09,2543.66,USD
MI-NL,SGA-EU,6330,2024-10,2531.25,USD
MI-NL,SGA-EU,6330,2024-11,2579.17,USD
MI-NL,SGA-EU,6330,2024-12,2655.58,USD
MI-NL,SGA-EU,6410,2024-01,14089.17,USD
MI-NL,SGA-EU,6410,2024-02,14527.12,USD
MI-NL,SGA-EU,6410,2024-03,15151.6,USD
MI-NL,SGA-EU,6410,2024-04,15239.63,USD
MI-NL,SGA-EU,6410,2024-05,15059.59,USD
MI-NL,SGA-EU,6410,2024-06,14823.6,USD
MI-NL,SGA-EU,6410,2024-07,13701.84,USD
MI-NL,SGA-EU,6410,2024-08,13231.49,USD
MI-NL,SGA-EU,6410,2024-09,12622.75,USD
MI-NL,SGA-EU,6410,2024-10,12348.88,USD
MI-NL,SGA-EU,6410,2024-11,12683.51,USD
MI-NL,SGA-EU,6410,2024-12,13355.44,USD
MI-NL,SGA-EU,6420,2024-01,15512.31,USD
MI-NL,SGA-EU,6420,2024-02,16520.39,USD
MI-NL,SGA-EU,6420,2024-03,16699.91,USD
MI-NL,SGA-EU,6420,2024-04,17354.59,USD
MI-NL,SGA-EU,6420,2024-05,16819.35,USD
MI-NL,SGA-EU,6420,2024-06,16183.62,USD
MI-NL,SGA-EU,6420,2024-07,15657.15,USD
MI-NL,SGA-EU,6420,2024-08,14573.25,USD
MI-NL,SGA-EU,6420,2024-09,14025.93,USD
MI-NL,SGA-EU,6420,2024-10,14271.26,USD
MI-NL,SGA-EU,6420,2024-11,14175.87,USD
MI-NL,SGA-EU,6420,2024-12,14677.67,USD
MI-NL,SGA-EU,6430,2024-01,18789.07,USD
MI-NL,SGA-EU,6430,2024-02,20681.17,USD
MI-NL,SGA-EU,6430,2024-03,20643.6,USD
MI-NL,SGA-EU,6430,2024-04,20961.7,USD
MI-NL,SGA-EU,6430,2024-05,21014.09,USD
MI-NL,SGA-EU,6430,2024-06,20573.82,USD
MI-NL,SGA-EU,6430,2024-07,19533.9,USD
MI-NL,SGA-EU,6430,2024-08,18117.79,USD
MI-NL,SGA-EU,6430,2024-09,17468.66,USD
MI-NL,SGA-EU,6430,2024-10,17130.33,USD
MI-NL,SGA-EU,6430,2024-11,18183.0,USD
MI-NL,SGA-EU,6430,2024-12,17977.09,USD
MI-NL,SGA-EU,6510,2024-01,14939.16,USD
MI-NL,SGA-EU,6510,2024-02,15173.78,USD
MI-NL,SGA-EU,6510,2024-03,15824.66,USD
MI-NL,SGA-EU,6510,2024-04,16006.27,USD
MI-NL,SGA-EU,6510,2024-05,15875.01,USD
MI-NL,SGA-EU,6510,2024-06,15382.6,USD
MI-NL,SGA-EU,6510,2024-07,14714.52,USD
MI-NL,SGA-EU,6510,2024-08,13507.18,USD
MI-NL,SGA-EU,6510,2024-09,13178.66,USD
MI-NL,SGA-EU,6510,2024-10,13215.08,USD
MI-NL,SGA-EU,6510,2024-11,13366.15,USD
MI-NL,SGA-EU,6510,2024-12,13701.12,USD
MI-NL,SGA-EU,6520,2024-01,5646.42,USD
MI-NL,SGA-EU,6520,2024-02,5912.69,USD
MI-NL,SGA-EU,6520,2024-03,6099.49,USD
MI-NL,SGA-EU,6520,2024-04,6299.18,USD
MI-NL,SGA-EU,6520,2024-05,6096.71,USD
MI-NL,SGA-EU,6520,2024-06,5932.77,USD
MI-NL,SGA-EU,6520,2024-07,5618.59,USD
MI-NL,SGA-EU,6520,2024-08,5336.85,USD
MI-NL,SGA-EU,6520,2024-09,5183.87,USD
MI-NL,SGA-EU,6520,2024-10,5163.21,USD
MI-NL,SGA-EU,6520,2024-11,5084.06,USD
MI-NL,SGA-EU,6520,2024-12,5246.06,USD
MI-NL,SGA-EU,6530,2024-01,9150.16,USD
MI-NL,SGA-EU,6530,2024-02,9617.49,USD
MI-NL,SGA-EU,6530,2024-03,9864.96,USD
MI-NL,SGA-EU,6530,2024-04,10066.42,USD
MI-NL,SGA-EU,6530,2024-05,9802.34,USD
MI-NL,SGA-EU,6530,2024-06,9505.07,USD
MI-NL,SGA-EU,6530,2024-07,8939.41,USD
MI-NL,SGA-EU,6530,2024-08,8708.49,USD
MI-NL,SGA-EU,6530,2024-09,8265.41,USD
MI-NL,SGA-EU,6530,2024-10,8085.71,USD
MI-NL,SGA-EU,6530,2024-11,8002.23,USD
MI-NL,SGA-EU,6530,2024-12,8539.19,USD
MI-NL,SGA-EU,6810,2024-01,17373.43,USD
MI-NL,SGA-EU,6810,2024-02,17776.21,USD
MI-NL,SGA-EU,6810,2024-03,18253.55,USD
MI-NL,SGA-EU,6810,2024-04,18895.65,USD
MI-NL,SGA-EU,6810,2024-05,18957.14,USD
MI-NL,SGA-EU,6810,2024-06,17779.55,USD
MI-NL,SGA-EU,6810,2024-07,17587.46,USD
MI-NL,SGA-EU,6810,2024-08,16116.52,USD
MI-NL,SGA-EU,6810,2024-09,15769.08,USD
MI-NL,SGA-EU,6810,2024-10,15466.2,USD
MI-NL,SGA-EU,6810,2024-11,15856.35,USD
MI-NL,SGA-EU,6810,2024-12,15986.03,USD
MI-NL,SGA-EU,6820,2024-01,2860.7,USD
MI-NL,SGA-EU,6820,2024-02,3012.03,USD
MI-NL,SGA-EU,6820,2024-03,3058.32,USD
MI-NL,SGA-EU,6820,2024-04,3186.07,USD
MI-NL,SGA-EU,6820,2024-05,3158.53,USD
MI-NL,SGA-EU,6820,2024-06,3056.16,USD
MI-NL,SGA-EU,6820,2024-07,2897.24,USD
MI-NL,SGA-EU,6820,2024-08,2765.27,USD
MI-NL,SGA-EU,6820,2024-09,2626.55,USD
MI-NL,SGA-EU,6820,2024-10,2572.27,USD
MI-NL,SGA-EU,6820,2024-11,2667.39,USD
MI-NL,SGA-EU,6820,2024-12,2740.05,USD
MI-NL,SGA-EU,6830,2024-01,4268.95,USD
MI-NL,SGA-EU,6830,2024-02,4514.44,USD
MI-NL,SGA-EU,6830,2024-03,4743.35,USD
MI-NL,SGA-EU,6830,2024-04,4831.64,USD
MI-NL,SGA-EU,6830,2024-05,4679.97,USD
MI-NL,SGA-EU,6830,2024-06,4653.76,USD
MI-NL,SGA-EU,6830,2024-07,4476.26,USD
MI-NL,SGA-EU,6830,2024-08,4112.55,USD
MI-NL,SGA-EU,6830,2024-09,4017.63,USD
MI-NL,SGA-EU,6830,2024-10,3859.2,USD
MI-NL,SGA-EU,6830,2024-11,3938.17,USD
MI-NL,SGA-EU,6830,2024-12,4082.98,USD
MI-US,ENG-US,6110,2024-01,167465.62,USD
MI-US,ENG-US,6110,2024-02,173304.74,USD
MI-US,ENG-US,6110,2024-03,178299.16,USD
MI-US,ENG-US,6110,2024-04,181533.18,USD
MI-US,ENG-US,6110,2024-05,181202.77,USD
MI-US,ENG-US,6110,2024-06,175138.23,USD
MI-US,ENG-US,6110,2024-07,164306.72,USD
MI-US,ENG-US,6110,2024-08,159738.33,USD
MI-US,ENG-US,6110,2024-09,150610.36,USD
MI-US,ENG-US,6110,2024-10,147640.15,USD
MI-US,ENG-US,6110,2024-11,152448.14,USD
MI-US,ENG-US,6110,2024-12,157264.57,USD
MI-US,ENG-US,6120,2024-01,39391.72,USD
MI-US,ENG-US,6120,2024-02,40961.23,USD
MI-US,ENG-US,6120,2024-03,43212.17,USD
MI-US,ENG-US,6120,2024-04,44084.96,USD
MI-US,ENG-US,6120,2024-05,43559.11,USD
MI-US,ENG-US,6120,2024-06,41046.11,USD
MI-US,ENG-US,6120,2024-07,39181.19,USD
MI-US,ENG-US,6120,2024-08,37645.3,USD
MI-US,ENG-US,6120,2024-09,35937.95,USD
MI-US,ENG-US,6120,2024-10,34754.69,USD
MI-US,ENG-US,6120,2024-11,36191.22,USD
MI-US,ENG-US,6120,2024-12,37145.83,USD
MI-US,ENG-US,6130,2024-01,43912.64,USD
MI-US,ENG-US,6130,2024-02,46710.82,USD
MI-US,ENG-US,6130,2024-03,49286.09,USD
MI-US,ENG-US,6130,2024-04,49214.56,USD
MI-US,ENG-US,6130,2024-05,47309.17,USD
MI-US,ENG-US,6130,2024-06,47785.49,USD
MI-US,ENG-US,6130,2024-07,44052.79,USD
MI-US,ENG-US,6130,2024-08,42153.66,USD
MI-US,ENG-US,6130,2024-09,40174.19,USD
MI-US,ENG-US,6130,2024-10,41051.27,USD
MI-US,ENG-US,6130,2024-11,40116.08,USD
MI-US,ENG-US,6130,2024-12,42036.42,USD
MI-US,ENG-US,6210,2024-01,5274.26,USD
MI-US,ENG-US,6210,2024-02,5496.27,USD
MI-US,ENG-US,6210,2024-03,5724.42,USD
MI-US,ENG-US,6210,2024-04,5596.53,USD
MI-US,ENG-US,6210,2024-05,5704.65,USD
MI-US,ENG-US,6210,2024-06,5508.76,USD
MI-US,ENG-US,6210,2024-07,5234.21,USD
MI-US,ENG-US,6210,2024-08,4926.83,USD
MI-US,ENG-US,6210,2024-09,4751.62,USD
MI-US,ENG-US,6210,2024-10,4626.7,USD
MI-US,ENG-US,6210,2024-11,4721.43,USD
MI-US,ENG-US,6210,2024-12,5005.64,USD
MI-US,ENG-US,6220,2024-01,2230.62,USD
MI-US,ENG-US,6220,2024-02,2407.74,USD
MI-US,ENG-US,6220,2024-03,2461.49,USD
MI-US,ENG-US,6220,2024-04,2497.44,USD
MI-US,ENG-US,6220,2024-05,2443.96,USD
MI-US,ENG-US,6220,2024-06,2383.57,USD
MI-US,ENG-US,6220,2024-07,2222.7,USD
MI-US,ENG-US,6220,2024-08,2187.14,USD
MI-US,ENG-US,6220,2024-09,2101.88,USD
MI-US,ENG-US,6220,2024-10,2045.8,USD
MI-US,ENG-US,6220,2024-11,2078.23,USD
MI-US,ENG-US,6220,2024-12,2187.07,USD
MI-US,ENG-US,6230,2024-01,4724.86,USD
MI-US,ENG-US,6230,2024-02,4883.59,USD
MI-US,ENG-US,6230,2024-03,5058.73,USD
MI-US,ENG-US,6230,2024-04,5153.73,USD
MI-US,ENG-US,6230,2024-05,5110.03,USD
MI-US,ENG-US,6230,2024-06,5074.96,USD
MI-US,ENG-US,6230,2024-07,4660.63,USD
MI-US,ENG-US,6230,2024-08,4385.07,USD
MI-US,ENG-US,6230,2024-09,4290.93,USD
MI-US,ENG-US,6230,2024-10,4230.96,USD
MI-US,ENG-US,6230,2024-11,4346.17,USD
MI-US,ENG-US,6230,2024-12,4381.77,USD
MI-US,ENG-US,6240,2024-01,1137.98,USD
MI-US,ENG-US,6240,2024-02,1197.04,USD
MI-US,ENG-US,6240,2024-03,1238.05,USD
MI-US,ENG-US,6240,2024-04,1282.16,USD
MI-US,ENG-US,6240,2024-05,1238.09,USD
MI-US,ENG-US,6240,2024-06,1181.41,USD
MI-US,ENG-US,6240,2024-07,1132.63,USD
MI-US,ENG-US,6240,2024-08,1066.11,USD
MI-US,ENG-US,6240,2024-09,1037.32,USD
MI-US,ENG-US,6240,2024-10,1034.82,USD
MI-US,ENG-US,6240,2024-11,1036.23,USD
MI-US,ENG-US,6240,2024-12,1087.47,USD
MI-US,ENG-US,6310,2024-01,22926.38,USD
MI-US,ENG-US,6310,2024-02,23957.73,USD
MI-US,ENG-US,6310,2024-03,24334.69,USD
MI-US,ENG-US,6310,2024-04,24635.34,USD
MI-US,ENG-US,6310,2024-05,24685.58,USD
MI-US,ENG-US,6310,2024-06,23638.19,USD
MI-US,ENG-US,6310,2024-07,22454.28,USD
MI-US,ENG-US,6310,2024-08,21641.84,USD
MI-US,ENG-US,6310,2024-09,20528.11,USD
MI-US,ENG-US,6310,2024-10,20077.66,USD
MI-US,ENG-US,6310,2024-11,20569.87,USD
MI-US,ENG-US,6310,2024-12,21053.58,USD
MI-US,ENG-US,6320,2024-01,4240.2,USD
MI-US,ENG-US,6320,2024-02,4409.5,USD
MI-US,ENG-US,6320,2024-03,4619.2,USD
MI-US,ENG-US,6320,2024-04,4727.4,USD
MI-US,ENG-US,6320,2024-05,4581.98,USD
MI-US,ENG-US,6320,2024-06,4459.29,USD
MI-US,ENG-US,6320,2024-07,4234.1,USD
MI-US,ENG-US,6320,2024-08,4016.48,USD
MI-US,ENG-US,6320,2024-09,3897.13,USD
MI-US,ENG-US,6320,2024-10,3897.72,USD
MI-US,ENG-US,6320,2024-11,3838.9,USD
MI-US,ENG-US,6320,2024-12,4037.13,USD
MI-US,ENG-US,6330,2024-01,3246.0,USD
MI-US,ENG-US,6330,2024-02,3408.11,USD
MI-US,ENG-US,6330,2024-03,3540.56,USD
MI-US,ENG-US,6330,2024-04,3489.41,USD
MI-US,ENG-US,6330,2024-05,3561.49,USD
MI-US,ENG-US,6330,2024-06,3377.99,USD
MI-US,ENG-US,6330,2024-07,3209.13,USD
MI-US,ENG-US,6330,2024-08,3009.19,USD
MI-US,ENG-US,6330,2024-09,2942.95,USD
MI-US,ENG-US,6330,2024-10,2876.73,USD
MI-US,ENG-US,6330,2024-11,3006.13,USD
MI-US,ENG-US,6330,2024-12,3077.64,USD
MI-US,ENG-US,6430,2024-01,26252.39,USD
MI-US,ENG-US,6430,2024-02,27605.01,USD
MI-US,ENG-US,6430,2024-03,28337.21,USD
MI-US,ENG-US,6430,2024-04,28223.08,USD
MI-US,ENG-US,6430,2024-05,28393.75,USD
MI-US,ENG-US,6430,2024-06,27105.34,USD
MI-US,ENG-US,6430,2024-07,26112.94,USD
MI-US,ENG-US,6430,2024-08,24605.65,USD
MI-US,ENG-US,6430,2024-09,23822.85,USD
MI-US,ENG-US,6430,2024-10,23745.55,USD
MI-US,ENG-US,6430,2024-11,23798.67,USD
MI-US,ENG-US,6430,2024-12,24871.3,USD
MI-US,ENG-US,6510,2024-01,22466.07,USD
MI-US,ENG-US,6510,2024-02,23301.7,USD
MI-US,ENG-US,6510,2024-03,25508.13,USD
MI-US,ENG-US,6510,2024-04,24593.96,USD
MI-US,ENG-US,6510,2024-05,24335.55,USD
MI-US,ENG-US,6510,2024-06,23214.31,USD
MI-US,ENG-US,6510,2024-07,22720.58,USD
MI-US,ENG-US,6510,2024-08,21327.94,USD
MI-US,ENG-US,6510,2024-09,20677.81,USD
MI-US,ENG-US,6510,2024-10,20266.73,USD
MI-US,ENG-US,6510,2024-11,20519.81,USD
MI-US,ENG-US,6510,2024-12,21549.25,USD
MI-US,ENG-US,6520,2024-01,16380.04,USD
MI-US,ENG-US,6520,2024-02,17446.46,USD
MI-US,ENG-US,6520,2024-03,17422.16,USD
MI-US,ENG-US,6520,2024-04,17885.54,USD
MI-US,ENG-US,6520,2024-05,18031.23,USD
MI-US,ENG-US,6520,2024-06,17263.3,USD
MI-US,ENG-US,6520,2024-07,16372.49,USD
MI-US,ENG-US,6520,2024-08,15700.86,USD
MI-US,ENG-US,6520,2024-09,15153.77,USD
MI-US,ENG-US,6520,2024-10,14983.03,USD
MI-US,ENG-US,6520,2024-11,14730.53,USD
MI-US,ENG-US,6520,2024-12,15341.31,USD
MI-US,ENG-US,6530,2024-01,31479.2,USD
MI-US,ENG-US,6530,2024-02,33484.09,USD
MI-US,ENG-US,6530,2024-03,34775.36,USD
MI-US,ENG-US,6530,2024-04,34291.47,USD
MI-US,ENG-US,6530,2024-05,34649.97,USD
MI-US,ENG-US,6530,2024-06,33507.49,USD
MI-US,ENG-US,6530,2024-07,31805.25,USD
MI-US,ENG-US,6530,2024-08,29827.5,USD
MI-US,ENG-US,6530,2024-09,28938.31,USD
MI-US,ENG-US,6530,2024-10,28120.8,USD
MI-US,ENG-US,6530,2024-11,28929.62,USD
MI-US,ENG-US,6530,2024-12,30266.36,USD
MI-US,ENG-US,6830,2024-01,2131.69,USD
MI-US,ENG-US,6830,2024-02,2205.2,USD
MI-US,ENG-US,6830,2024-03,2338.6,USD
MI-US,ENG-US,6830,2024-04,2325.66,USD
MI-US,ENG-US,6830,2024-05,2336.85,USD
MI-US,ENG-US,6830,2024-06,2251.54,USD
MI-US,ENG-US,6830,2024-07,2151.49,USD
MI-US,ENG-US,6830,2024-08,2060.31,USD
MI-US,ENG-US,6830,2024-09,1919.75,USD
MI-US,ENG-US,6830,2024-10,1920.99,USD
MI-US,ENG-US,6830,2024-11,1928.76,USD
MI-US,ENG-US,6830,2024-12,2018.58,USD
MI-US,MKT-US,6110,2024-01,75215.08,USD
MI-US,MKT-US,6110,2024-02,79999.11,USD
MI-US,MKT-US,6110,2024-03,81500.5,USD
MI-US,MKT-US,6110,2024-04,81951.64,USD
MI-US,MKT-US,6110,2024-05,80178.73,USD
MI-US,MKT-US,6110,2024-06,78724.81,USD
MI-US,MKT-US,6110,2024-07,76218.05,USD
MI-US,MKT-US,6110,2024-08,71306.56,USD
MI-US,MKT-US,6110,2024-09,69244.83,USD
MI-US,MKT-US,6110,2024-10,67368.25,USD
MI-US,MKT-US,6110,2024-11,67573.33,USD
MI-US,MKT-US,6110,2024-12,71708.52,USD
MI-US,MKT-US,6120,2024-01,16271.19,USD
MI-US,MKT-US,6120,2024-02,17083.29,USD
MI-US,MKT-US,6120,2024-03,17873.8,USD
MI-US,MKT-US,6120,2024-04,18183.13,USD
MI-US,MKT-US,6120,2024-05,17919.53,USD
MI-US,MKT-US,6120,2024-06,16984.62,USD
MI-US,MKT-US,6120,2024-07,16389.62,USD
MI-US,MKT-US,6120,2024-08,15813.51,USD
MI-US,MKT-US,6120,2024-09,15013.32,USD
MI-US,MKT-US,6120,2024-10,14745.7,USD
MI-US,MKT-US,6120,2024-11,14863.97,USD
MI-US,MKT-US,6120,2024-12,15696.09,USD
MI-US,MKT-US,6130,2024-01,12590.31,USD
MI-US,MKT-US,6130,2024-02,12969.97,USD
MI-US,MKT-US,6130,2024-03,13741.55,USD
MI-US,MKT-US,6130,2024-04,13901.75,USD
MI-US,MKT-US,6130,2024-05,13871.13,USD
MI-US,MKT-US,6130,2024-06,13263.07,USD
MI-US,MKT-US,6130,2024-07,12707.25,USD
MI-US,MKT-US,6130,2024-08,11711.7,USD
MI-US,MKT-US,6130,2024-09,11389.82,USD
MI-US,MKT-US,6130,2024-10,11447.48,USD
MI-US,MKT-US,6130,2024-11,11635.25,USD
MI-US,MKT-US,6130,2024-12,11964.45,USD
MI-US,MKT-US,6210,2024-01,4516.43,USD
MI-US,MKT-US,6210,2024-02,4621.59,USD
MI-US,MKT-US,6210,2024-03,4896.64,USD
MI-US,MKT-US,6210,2024-04,4909.52,USD
MI-US,MKT-US,6210,2024-05,4877.79,USD
MI-US,MKT-US,6210,2024-06,4607.81,USD
MI-US,MKT-US,6210,2024-07,4344.91,USD
MI-US,MKT-US,6210,2024-08,4191.29,USD
MI-US,MKT-US,6210,2024-09,4094.2,USD
MI-US,MKT-US,6210,2024-10,3944.03,USD
MI-US,MKT-US,6210,2024-11,4038.65,USD
MI-US,MKT-US,6210,2024-12,4258.02,USD
MI-US,MKT-US,6220,2024-01,2010.61,USD
MI-US,MKT-US,6220,2024-02,2141.97,USD
MI-US,MKT-US,6220,2024-03,2136.25,USD
MI-US,MKT-US,6220,2024-04,2207.12,USD
MI-US,MKT-US,6220,2024-05,2155.79,USD
MI-US,MKT-US,6220,2024-06,2124.62,USD
MI-US,MKT-US,6220,2024-07,2019.11,USD
MI-US,MKT-US,6220,2024-08,1906.42,USD
MI-US,MKT-US,6220,2024-09,1835.13,USD
MI-US,MKT-US,6220,2024-10,1786.45,USD
MI-US,MKT-US,6220,2024-11,1823.04,USD
MI-US,MKT-US,6220,2024-12,1927.86,USD
MI-US,MKT-US,6230,2024-01,9618.71,USD
MI-US,MKT-US,6230,2024-02,10089.05,USD
MI-US,MKT-US,6230,2024-03,10322.16,USD
MI-US,MKT-US,6230,2024-04,10471.54,USD
MI-US,MKT-US,6230,2024-05,10468.43,USD
MI-US,MKT-US,6230,2024-06,10007.03,USD
MI-US,MKT-US,6230,2024-07,9736.23,USD
MI-US,MKT-US,6230,2024-08,9004.4,USD
MI-US,MKT-US,6230,2024-09,8820.53,USD
MI-US,MKT-US,6230,2024-10,8763.24,USD
MI-US,MKT-US,6230,2024-11,8833.77,USD
MI-US,MKT-US,6230,2024-12,9140.44,USD
MI-US,MKT-US,6240,2024-01,933.66,USD
MI-US,MKT-US,6240,2024-02,983.51,USD
MI-US,MKT-US,6240,2024-03,1044.47,USD
MI-US,MKT-US,6240,2024-04,1040.15,USD
MI-US,MKT-US,6240,2024-05,1031.27,USD
MI-US,MKT-US,6240,2024-06,998.04,USD
MI-US,MKT-US,6240,2024-07,956.57,USD
MI-US,MKT-US,6240,2024-08,880.31,USD
MI-US,MKT-US,6240,2024-09,870.43,USD
MI-US,MKT-US,6240,2024-10,842.22,USD
MI-US,MKT-US,6240,2024-11,885.51,USD
MI-US,MKT-US,6240,2024-12,902.05,USD
MI-US,MKT-US,6510,2024-01,9668.28,USD
MI-US,MKT-US,6510,2024-02,10298.67,USD
MI-US,MKT-US,6510,2024-03,10432.03,USD
MI-US,MKT-US,6510,2024-04,10693.45,USD
MI-US,MKT-US,6510,2024-05,10632.72,USD
MI-US,MKT-US,6510,2024-06,10124.79,USD
MI-US,MKT-US,6510,2024-07,9734.81,USD
MI-US,MKT-US,6510,2024-08,8979.29,USD
MI-US,MKT-US,6510,2024-09,9098.71,USD
MI-US,MKT-US,6510,2024-10,8609.77,USD
MI-US,MKT-US,6510,2024-11,8782.92,USD
MI-US,MKT-US,6510,2024-12,9229.39,USD
MI-US,MKT-US,6520,2024-01,3085.64,USD
MI-US,MKT-US,6520,2024-02,3182.29,USD
MI-US,MKT-US,6520,2024-03,3350.17,USD
MI-US,MKT-US,6520,2024-04,3321.97,USD
MI-US,MKT-US,6520,2024-05,3328.27,USD
MI-US,MKT-US,6520,2024-06,3171.03,USD
MI-US,MKT-US,6520,2024-07,3070.76,USD
MI-US,MKT-US,6520,2024-08,2887.4,USD
MI-US,MKT-US,6520,2024-09,2761.0,USD
MI-US,MKT-US,6520,2024-10,2730.46,USD
MI-US,MKT-US,6520,2024-11,2787.04,USD
MI-US,MKT-US,6520,2024-12,2880.53,USD
MI-US,MKT-US,6710,2024-01,86483.17,USD
MI-US,MKT-US,6710,2024-02,91288.84,USD
MI-US,MKT-US,6710,2024-03,94267.59,USD
MI-US,MKT-US,6710,2024-04,95984.64,USD
MI-US,MKT-US,6710,2024-05,92606.6,USD
MI-US,MKT-US,6710,2024-06,89739.15,USD
MI-US,MKT-US,6710,2024-07,86018.89,USD
MI-US,MKT-US,6710,2024-08,81065.99,USD
MI-US,MKT-US,6710,2024-09,80030.81,USD
MI-US,MKT-US,6710,2024-10,79004.15,USD
MI-US,MKT-US,6710,2024-11,79704.2,USD
MI-US,MKT-US,6710,2024-12,82351.72,USD
MI-US,MKT-US,6720,2024-01,46601.34,USD
MI-US,MKT-US,6720,2024-02,48615.4,USD
MI-US,MKT-US,6720,2024-03,51688.61,USD
MI-US,MKT-US,6720,2024-04,51013.78,USD
MI-US,MKT-US,6720,2024-05,50984.92,USD
MI-US,MKT-US,6720,2024-06,49619.4,USD
MI-US,MKT-US,6720,2024-07,48806.55,USD
MI-US,MKT-US,6720,2024-08,44320.06,USD
MI-US,MKT-US,6720,2024-09,42728.24,USD
MI-US,MKT-US,6720,2024-10,41827.61,USD
MI-US,MKT-US,6720,2024-11,44133.87,USD
MI-US,MKT-US,6720,2024-12,44381.61,USD
MI-US,MKT-US,6830,2024-01,2605.57,USD
MI-US,MKT-US,6830,2024-02,2725.93,USD
MI-US,MKT-US,6830,2024-03,2790.14,USD
MI-US,MKT-US,6830,2024-04,2878.05,USD
MI-US,MKT-US,6830,2024-05,2813.21,USD
MI-US,MKT-US,6830,2024-06,2738.43,USD
MI-US,MKT-US,6830,2024-07,2630.3,USD
MI-US,MKT-US,6830,2024-08,2482.65,USD
MI-US,MKT-US,6830,2024-09,2422.26,USD
MI-US,MKT-US,6830,2024-10,2277.62,USD
MI-US,MKT-US,6830,2024-11,2350.47,USD
MI-US,MKT-US,6830,2024-12,2432.8,USD
MI-US,OPS-AMER,6110,2024-01,100627.9,USD
MI-US,OPS-AMER,6110,2024-02,102562.36,USD
MI-US,OPS-AMER,6110,2024-03,107784.84,USD
MI-US,OPS-AMER,6110,2024-04,108809.28,USD
MI-US,OPS-AMER,6110,2024-05,107668.07,USD
MI-US,OPS-AMER,6110,2024-06,106957.05,USD
MI-US,OPS-AMER,6110,2024-07,97980.67,USD
MI-US,OPS-AMER,6110,2024-08,94870.85,USD
MI-US,OPS-AMER,6110,2024-09,92165.81,USD
MI-US,OPS-AMER,6110,2024-10,87378.93,USD
MI-US,OPS-AMER,6110,2024-11,90509.71,USD
MI-US,OPS-AMER,6110,2024-12,92700.2,USD
MI-US,OPS-AMER,6120,2024-01,20375.82,USD
MI-US,OPS-AMER,6120,2024-02,21754.78,USD
MI-US,OPS-AMER,6120,2024-03,22247.17,USD
MI-US,OPS-AMER,6120,2024-04,22516.3,USD
MI-US,OPS-AMER,6120,2024-05,22535.5,USD
MI-US,OPS-AMER,6120,2024-06,21684.62,USD
MI-US,OPS-AMER,6120,2024-07,20041.87,USD
MI-US,OPS-AMER,6120,2024-08,19317.84,USD
MI-US,OPS-AMER,6120,2024-09,19139.29,USD
MI-US,OPS-AMER,6120,2024-10,18539.21,USD
MI-US,OPS-AMER,6120,2024-11,19219.56,USD
MI-US,OPS-AMER,6120,2024-12,19116.66,USD
MI-US,OPS-AMER,6130,2024-01,13615.13,USD
MI-US,OPS-AMER,6130,2024-02,14532.04,USD
MI-US,OPS-AMER,6130,2024-03,14917.5,USD
MI-US,OPS-AMER,6130,2024-04,15402.29,USD
MI-US,OPS-AMER,6130,2024-05,14706.43,USD
MI-US,OPS-AMER,6130,2024-06,14425.46,USD
MI-US,OPS-AMER,6130,2024-07,14162.91,USD
MI-US,OPS-AMER,6130,2024-08,12836.0,USD
MI-US,OPS-AMER,6130,2024-09,12351.41,USD
MI-US,OPS-AMER,6130,2024-10,12435.61,USD
MI-US,OPS-AMER,6130,2024-11,12645.17,USD
MI-US,OPS-AMER,6130,2024-12,13089.82,USD
MI-US,OPS-AMER,6210,2024-01,2087.05,USD
MI-US,OPS-AMER,6210,2024-02,2197.82,USD
MI-US,OPS-AMER,6210,2024-03,2272.16,USD
MI-US,OPS-AMER,6210,2024-04,2319.54,USD
MI-US,OPS-AMER,6210,2024-05,2243.0,USD
MI-US,OPS-AMER,6210,2024-06,2198.78,USD
MI-US,OPS-AMER,6210,2024-07,2115.64,USD
MI-US,OPS-AMER,6210,2024-08,1964.5,USD
MI-US,OPS-AMER,6210,2024-09,1929.73,USD
MI-US,OPS-AMER,6210,2024-10,1871.79,USD
MI-US,OPS-AMER,6210,2024-11,1897.22,USD
MI-US,OPS-AMER,6210,2024-12,1976.09,USD
MI-US,OPS-AMER,6220,2024-01,762.19,USD
MI-US,OPS-AMER,6220,2024-02,778.78,USD
MI-US,OPS-AMER,6220,2024-03,820.99,USD
MI-US,OPS-AMER,6220,2024-04,805.86,USD
