txn_id,posting_date,accrual_date,entity,cost_centre,account_code,amount,currency,vendor_id,doc_ref,approval_ref,memo
T006607,2024-01-01,2024-01-01,MI-CA,SGA-CA,6420,2358.86,CAD,V1011,INV-2024-006607,,IP counsel
T007854,2024-01-01,2023-12-31,MI-NL,OPS-EU,6430,4463.76,EUR,V1029,INV-2023-007854,,systems advisory
T007857,2024-01-01,2023-12-31,MI-NL,OPS-EU,6510,2304.78,EUR,V1007,INV-2023-007857,,seat licences - 2023-12
T007866,2024-01-01,2023-12-31,MI-NL,OPS-EU,6610,9772.57,EUR,V1030,INV-2023-007866,,inbound freight - 2023-12
T010314,2024-01-01,2024-01-01,MI-NL,SGA-EU,6430,3802.45,EUR,V1029,INV-2024-010314,,advisory - process review
T010320,2024-01-01,2024-01-01,MI-NL,SGA-EU,6520,3310.86,EUR,V1004,INV-2024-010320,,laptops and peripherals
T000625,2024-01-02,2024-01-02,MI-US,OPS-NA,6230,1552.89,USD,V1002,INV-2024-000625,AP-2024-9374,client entertainment Milwaukee
T000640,2024-01-02,2024-01-02,MI-US,OPS-NA,6330,3480.98,USD,V1035,INV-2024-000640,,HVAC service
T001781,2024-01-02,2023-12-27,MI-US,ENG-US,6520,5952.54,USD,V1251,INV-2023-001781,,test equipment
T001793,2024-01-02,2024-01-01,MI-US,ENG-US,6210,691.11,USD,V1036,INV-2024-001793,,"airfare Calgary, economy"
T002945,2024-01-02,2023-12-30,MI-US,SGA-US,6210,339.44,USD,V1002,INV-2023-002945,,"airfare San Francisco, economy"
T002956,2024-01-02,2023-12-28,MI-US,SGA-US,6230,1677.43,USD,V1002,INV-2023-002956,AP-2023-4897,client entertainment Rotterdam
T004119,2024-01-02,2023-12-20,MI-US,MKT-US,6220,444.91,USD,V1025,INV-2023-004119,,"hotel - 3 nights, Calgary"
T004176,2024-01-02,2024-01-02,MI-US,MKT-US,6110,43421.19,USD,,INV-2024-004176,,semi-monthly payroll run
T006545,2024-01-02,2023-12-30,MI-CA,SGA-CA,6130,2574.51,CAD,V1010,INV-2023-006545,,contract engineer - 2023-12
T006617,2024-01-02,2024-01-02,MI-CA,SGA-CA,6530,7213.48,CAD,V1007,INV-2024-006617,,compute and storage
T007890,2024-01-02,2024-01-02,MI-NL,OPS-EU,6230,1432.19,EUR,V1002,INV-2024-007890,AP-2024-1769,client entertainment Calgary
T007901,2024-01-02,2024-01-02,MI-NL,OPS-EU,6130,12169.57,EUR,V1010,INV-2024-007901,,temporary operations cover
T010265,2024-01-02,2023-12-31,MI-NL,SGA-EU,6510,2069.5,EUR,V1007,INV-2023-010265,,subscription renewal
T000594,2024-01-03,2023-12-27,MI-US,OPS-NA,6430,2214.99,USD,V1026,INV-2023-000594,,systems advisory
T000616,2024-01-03,2024-01-02,MI-US,OPS-NA,6210,3822.26,USD,V1036,INV-2024-000616,AP-2024-1255,"airfare Leuven return, business"
T000629,2024-01-03,2024-01-02,MI-US,OPS-NA,6110,120961.98,USD,,INV-2024-000629,,semi-monthly payroll run
T000660,2024-01-03,2024-01-02,MI-US,OPS-NA,6620,38415.5,USD,V1021,INV-2024-000660,,customer delivery
T001809,2024-01-03,2024-01-02,MI-US,ENG-US,6120,15093.6,USD,,INV-2024-001809,,employer contributions - period 2024-01
T004167,2024-01-03,2024-01-01,MI-US,MKT-US,6230,265.75,USD,V1037,INV-2024-004167,,team meals Zurich
T005338,2024-01-03,2024-01-03,MI-CA,OPS-CA,6130,9292.22,CAD,V1012,INV-2024-005338,,temporary operations cover
T006579,2024-01-03,2024-01-01,MI-CA,SGA-CA,6230,3100.06,CAD,V1037,INV-2024-006579,AP-2024-1890,client entertainment Chicago
T006596,2024-01-03,2024-01-01,MI-CA,SGA-CA,6130,1078.94,CAD,V1012,INV-2024-006596,,temporary operations cover
T006615,2024-01-03,2024-01-02,MI-CA,SGA-CA,6520,2976.91,CAD,V1251,INV-2024-006615,,laptops and peripherals
T009082,2024-01-03,2024-01-01,MI-NL,ENG-EU,6230,189.28,EUR,V1002,INV-2024-009082,,team meals Eindhoven
T009087,2024-01-03,2024-01-03,MI-NL,ENG-EU,6240,293.46,EUR,V1008,INV-2024-009087,,ground transport Zurich
T009090,2024-01-03,2024-01-02,MI-NL,ENG-EU,6110,58990.62,EUR,,INV-2024-009090,,semi-monthly payroll run
T009108,2024-01-03,2024-01-01,MI-NL,ENG-EU,6520,6247.81,EUR,V1203,INV-2024-009108,,test equipment
T010289,2024-01-03,2024-01-01,MI-NL,SGA-EU,6230,2271.92,EUR,V1002,INV-2024-010289,AP-2024-7766,client entertainment Eindhoven
T010296,2024-01-03,2024-01-02,MI-NL,SGA-EU,6110,82989.7,EUR,,INV-2024-010296,,semi-monthly payroll run
T010302,2024-01-03,2024-01-02,MI-NL,SGA-EU,6130,3491.81,EUR,V1012,INV-2024-010302,,contract engineer - 2024-01
T010317,2024-01-03,2024-01-01,MI-NL,SGA-EU,6510,3826.69,EUR,V1022,INV-2024-010317,,seat licences - 2024-01
T000643,2024-01-04,2024-01-01,MI-US,OPS-NA,6330,3958.15,USD,V1035,INV-2024-000643,,repair - packaging line
T000666,2024-01-04,2024-01-01,MI-US,OPS-NA,6830,3139.9,USD,V1037,INV-2024-000666,,office supplies
T001820,2024-01-04,2024-01-03,MI-US,ENG-US,6430,6820.26,USD,V1026,INV-2024-001820,,consulting - 2024-01
T002947,2024-01-04,2023-12-28,MI-US,SGA-US,6210,714.44,USD,V1002,INV-2023-002947,,"airfare Milwaukee, economy"
T003020,2024-01-04,2024-01-03,MI-US,SGA-US,6130,1836.04,USD,V1010,INV-2024-003020,,temporary operations cover
T003036,2024-01-04,2024-01-03,MI-US,SGA-US,6520,5099.06,USD,V1004,INV-2024-003036,,laptops and peripherals
T004175,2024-01-04,2024-01-04,MI-US,MKT-US,6240,71.87,USD,V1008,INV-2024-004175,,ground transport Hartford
T004187,2024-01-04,2024-01-01,MI-US,MKT-US,6510,2891.42,USD,V1007,INV-2024-004187,,seat licences - 2024-01
T006525,2024-01-04,2023-12-28,MI-CA,SGA-CA,6220,843.23,CAD,V1025,INV-2023-006525,,"hotel - 5 nights, Cleveland"
T006616,2024-01-04,2024-01-03,MI-CA,SGA-CA,6520,1766.41,CAD,V1004,INV-2024-006616,,test equipment
T006621,2024-01-04,2024-01-02,MI-CA,SGA-CA,6830,2698.8,CAD,V1034,INV-2024-006621,,office supplies
T007888,2024-01-04,2024-01-02,MI-NL,OPS-EU,6230,901.56,EUR,V1002,INV-2024-007888,,client entertainment Milwaukee
T009079,2024-01-04,2024-01-03,MI-NL,ENG-EU,6220,188.78,EUR,V1002,INV-2024-009079,,"hotel - 1 nights, New York"
T009114,2024-01-04,2024-01-02,MI-NL,ENG-EU,6830,1543.76,EUR,V1034,INV-2024-009114,,office supplies
T010254,2024-01-04,2023-12-30,MI-NL,SGA-EU,6330,1233.81,EUR,V1020,INV-2023-010254,,HVAC service
T010272,2024-01-04,2023-12-26,MI-NL,SGA-EU,6820,1814.95,EUR,V1015,INV-2023-010272,,FX and transfer fees
T010321,2024-01-04,2024-01-02,MI-NL,SGA-EU,6520,2114.63,EUR,V1004,INV-2024-010321,,laptops and peripherals
T000645,2024-01-05,2024-01-03,MI-US,OPS-NA,6430,3417.19,USD,V1029,INV-2024-000645,,consulting - 2024-01
T000658,2024-01-05,2024-01-04,MI-US,OPS-NA,6620,46589.35,USD,V1023,INV-2024-000658,,customer delivery
T000661,2024-01-05,2024-01-02,MI-US,OPS-NA,6630,4233.46,USD,V1042,INV-2024-000661,,air freight - urgent
T001808,2024-01-05,2024-01-02,MI-US,ENG-US,6110,42486.37,USD,,INV-2024-001808,,payroll run - period 2024-01
T001827,2024-01-05,2024-01-05,MI-US,ENG-US,6520,2458.12,USD,V1028,INV-2024-001827,,laptops and peripherals
T006575,2024-01-05,2024-01-04,MI-CA,SGA-CA,6220,475.29,CAD,V1002,INV-2024-006575,,"hotel - 2 nights, Milwaukee"
T006599,2024-01-05,2024-01-02,MI-CA,SGA-CA,6310,26478.9,CAD,V1003,INV-2024-006599,,monthly rent
T007923,2024-01-05,2024-01-04,MI-NL,OPS-EU,6620,35287.61,EUR,V1021,INV-2024-007923,,customer delivery
T010313,2024-01-05,2024-01-05,MI-NL,SGA-EU,6430,3890.45,EUR,V1029,INV-2024-010313,,advisory - process review
T000623,2024-01-06,2024-01-06,MI-US,OPS-NA,6230,253.64,USD,V1002,INV-2024-000623,,team meals Utrecht
T000631,2024-01-06,2024-01-03,MI-US,OPS-NA,6120,25107.86,USD,,INV-2024-000631,,employer contributions - period 2024-01
T001788,2024-01-06,2024-01-03,MI-US,ENG-US,6210,764.0,USD,V1036,INV-2024-001788,,"airfare Boston, economy"
T002966,2024-01-06,2023-12-26,MI-US,SGA-US,6110,89512.79,USD,,INV-2023-002966,,semi-monthly payroll run
T003000,2024-01-06,2024-01-06,MI-US,SGA-US,6210,1131.05,USD,V1036,INV-2024-003000,AP-2024-8227,"airfare Leuven, economy"
T003014,2024-01-06,2024-01-04,MI-US,SGA-US,6240,194.64,USD,V1008,INV-2024-003014,,ground transport Leuven
T004158,2024-01-06,2024-01-03,MI-US,MKT-US,6210,801.18,USD,V1002,INV-2024-004158,,"airfare Cleveland, economy"
T004159,2024-01-06,2024-01-05,MI-US,MKT-US,6210,356.85,USD,V1036,INV-2024-004159,,"airfare Hartford, economy"
T004165,2024-01-06,2024-01-06,MI-US,MKT-US,6220,318.91,USD,V1025,INV-2024-004165,,"hotel - 2 nights, London"
T004172,2024-01-06,2024-01-04,MI-US,MKT-US,6240,71.18,USD,V1036,INV-2024-004172,,ground transport San Francisco
T005335,2024-01-06,2024-01-03,MI-CA,OPS-CA,6120,46148.3,CAD,,INV-2024-005335,,employer contributions - period 2024-01
T005339,2024-01-06,2024-01-04,MI-CA,OPS-CA,6130,10663.37,CAD,V1006,INV-2024-005339,,temporary operations cover
T005362,2024-01-06,2024-01-04,MI-CA,OPS-CA,6620,12467.65,CAD,V1030,INV-2024-005362,,outbound freight - 2024-01
T005363,2024-01-06,2024-01-05,MI-CA,OPS-CA,6620,30176.5,CAD,V1021,INV-2024-005363,,customer delivery
T006618,2024-01-06,2024-01-03,MI-CA,SGA-CA,6810,14786.19,CAD,V1016,INV-2024-006618,,insurance premium instalment
T007839,2024-01-06,2023-12-29,MI-NL,OPS-EU,6110,84051.77,EUR,,INV-2023-007839,,payroll run - period 2023-12
T009073,2024-01-06,2024-01-03,MI-NL,ENG-EU,6210,4950.4,EUR,V1002,INV-2024-009073,AP-2024-8783,"airfare Milwaukee return, business"
T010224,2024-01-06,2023-12-27,MI-NL,SGA-EU,6210,720.25,EUR,V1002,INV-2023-010224,,"airfare Leuven, economy"
T010281,2024-01-06,2024-01-06,MI-NL,SGA-EU,6220,339.32,EUR,V1002,INV-2024-010281,,"hotel - 2 nights, London"
T010300,2024-01-06,2024-01-03,MI-NL,SGA-EU,6130,1908.22,EUR,V1006,INV-2024-010300,,temporary operations cover
T010328,2024-01-06,2024-01-06,MI-NL,SGA-EU,6830,1320.41,EUR,V1037,INV-2024-010328,,office supplies
T000586,2024-01-07,2023-12-30,MI-US,OPS-NA,6130,15650.53,USD,V1006,INV-2023-000586,,contract engineer - 2023-12
T000618,2024-01-07,2024-01-04,MI-US,OPS-NA,6220,227.27,USD,V1002,INV-2024-000618,,"hotel - 1 nights, Chicago"
T000656,2024-01-07,2024-01-05,MI-US,OPS-NA,6610,23602.38,USD,V1030,INV-2024-000656,,customs and duty
T001804,2024-01-07,2024-01-07,MI-US,ENG-US,6240,257.96,USD,V1008,INV-2024-001804,,ground transport Hartford
T002957,2024-01-07,2023-12-29,MI-US,SGA-US,6230,551.41,USD,V1002,INV-2023-002957,,client entertainment Amsterdam
T002994,2024-01-07,2023-12-26,MI-US,SGA-US,6820,1271.58,USD,V1019,INV-2023-002994,,bank charges - 2023-12
T003018,2024-01-07,2024-01-04,MI-US,SGA-US,6120,8517.59,USD,,INV-2024-003018,,employer contributions - period 2024-01
T004196,2024-01-07,2024-01-04,MI-US,MKT-US,6720,4931.59,USD,V1014,INV-2024-004196,,trade show stand
T005317,2024-01-07,2024-01-04,MI-CA,OPS-CA,6210,760.33,CAD,V1002,INV-2024-005317,,"airfare Eindhoven, economy"
T005352,2024-01-07,2024-01-04,MI-CA,OPS-CA,6510,3928.27,CAD,V1022,INV-2024-005352,,subscription renewal
T005356,2024-01-07,2024-01-06,MI-CA,OPS-CA,6610,18376.66,CAD,V1021,INV-2024-005356,,inbound freight - 2024-01
T005360,2024-01-07,2024-01-06,MI-CA,OPS-CA,6610,3874.12,CAD,V1030,INV-2024-005360,,inbound freight - 2024-01
T005364,2024-01-07,2024-01-04,MI-CA,OPS-CA,6620,9971.68,CAD,V1088,INV-2024-005364,,outbound freight - 2024-01
T006576,2024-01-07,2024-01-07,MI-CA,SGA-CA,6220,1546.76,CAD,V1025,INV-2024-006576,AP-2024-7854,"hotel - 5 nights, Zurich"
T006583,2024-01-07,2024-01-06,MI-CA,SGA-CA,6230,499.04,CAD,V1002,INV-2024-006583,,team meals Calgary
T006601,2024-01-07,2024-01-06,MI-CA,SGA-CA,6330,1976.68,CAD,V1020,INV-2024-006601,,repair - packaging line
T006604,2024-01-07,2024-01-06,MI-CA,SGA-CA,6410,3163.88,CAD,V1005,INV-2024-006604,,tax compliance
T007838,2024-01-07,2023-12-31,MI-NL,OPS-EU,6240,76.49,EUR,V1008,INV-2023-007838,,ground transport Zurich
T007924,2024-01-07,2024-01-05,MI-NL,OPS-EU,6620,18411.75,EUR,V1030,INV-2024-007924,,customer delivery
T009072,2024-01-07,2024-01-07,MI-NL,ENG-EU,6210,328.54,EUR,V1036,INV-2024-009072,,"airfare New York, economy"
T009075,2024-01-07,2024-01-07,MI-NL,ENG-EU,6220,594.67,EUR,V1025,INV-2024-009075,,"hotel - 4 nights, Cleveland"
T010263,2024-01-07,2023-12-31,MI-NL,SGA-EU,6510,2998.37,EUR,V1007,INV-2023-010263,,seat licences - 2023-12
T010277,2024-01-07,2024-01-06,MI-NL,SGA-EU,6210,1046.41,EUR,V1036,INV-2024-010277,AP-2024-3877,"airfare Winnipeg, economy"
T010280,2024-01-07,2024-01-07,MI-NL,SGA-EU,6220,284.8,EUR,V1002,INV-2024-010280,,"hotel - 2 nights, San Francisco"
T000626,2024-01-08,2024-01-08,MI-US,OPS-NA,6240,335.17,USD,V1008,INV-2024-000626,,ground transport San Francisco
T001798,2024-01-08,2024-01-07,MI-US,ENG-US,6230,2572.38,USD,V1037,INV-2024-001798,AP-2024-1616,client entertainment London
T002993,2024-01-08,2023-12-27,MI-US,SGA-US,6820,1300.72,USD,V1015,INV-2023-002993,,FX and transfer fees
T003011,2024-01-08,2024-01-08,MI-US,SGA-US,6240,246.94,USD,V1008,INV-2024-003011,,ground transport Utrecht
T003041,2024-01-08,2024-01-08,MI-US,SGA-US,6820,1332.01,USD,V1015,INV-2024-003041,,FX and transfer fees
T004145,2024-01-08,2023-12-26,MI-US,MKT-US,6510,1442.68,USD,V1022,INV-2023-004145,,seat licences - 2023-12
T005289,2024-01-08,2023-12-30,MI-CA,OPS-CA,6430,2583.14,CAD,V1203,INV-2023-005289,,consulting - 2023-12
T005304,2024-01-08,2023-12-28,MI-CA,OPS-CA,6620,23719.22,CAD,V1177,INV-2023-005304,,outbound freight - 2023-12
T005368,2024-01-08,2024-01-07,MI-CA,OPS-CA,6630,2983.92,CAD,V1001,INV-2024-005368,,expedited freight
T005369,2024-01-08,2024-01-08,MI-CA,OPS-CA,6810,8489.34,CAD,V1016,INV-2024-005369,,insurance premium instalment
T006530,2024-01-08,2023-12-27,MI-CA,SGA-CA,6230,706.79,CAD,V1037,INV-2023-006530,,client entertainment Toronto
T006584,2024-01-08,2024-01-08,MI-CA,SGA-CA,6230,133.69,CAD,V1037,INV-2024-006584,,team meals Milwaukee
T006603,2024-01-08,2024-01-06,MI-CA,SGA-CA,6410,2284.49,CAD,V1005,INV-2024-006603,,tax compliance
T006614,2024-01-08,2024-01-08,MI-CA,SGA-CA,6510,6363.49,CAD,V1027,INV-2024-006614,,subscription renewal
T007891,2024-01-08,2024-01-06,MI-NL,OPS-EU,6230,933.02,EUR,V1002,INV-2024-007891,,client entertainment Leuven
T007893,2024-01-08,2024-01-05,MI-NL,OPS-EU,6230,98.01,EUR,V1037,INV-2024-007893,,team meals London
T007895,2024-01-08,2024-01-05,MI-NL,OPS-EU,6240,85.3,EUR,V1036,INV-2024-007895,,ground transport Winnipeg
T007897,2024-01-08,2024-01-07,MI-NL,OPS-EU,6110,81217.01,EUR,,INV-2024-007897,,payroll run - period 2024-01
T007900,2024-01-08,2024-01-05,MI-NL,OPS-EU,6120,23200.81,EUR,,INV-2024-007900,,employer contributions - period 2024-01
T009048,2024-01-08,2023-12-30,MI-NL,ENG-EU,6120,25176.3,EUR,,INV-2023-009048,,employer contributions - period 2023-12
T010242,2024-01-08,2023-12-30,MI-NL,SGA-EU,6240,145.53,EUR,V1008,INV-2023-010242,,ground transport Eindhoven
T010278,2024-01-08,2024-01-06,MI-NL,SGA-EU,6210,846.13,EUR,V1036,INV-2024-010278,,"airfare London, economy"
T000633,2024-01-09,2024-01-06,MI-US,OPS-NA,6130,6275.18,USD,V1010,INV-2024-000633,,contract engineer - 2024-01
T000655,2024-01-09,2024-01-07,MI-US,OPS-NA,6610,12367.46,USD,V1130,INV-2024-000655,,customs and duty
T001803,2024-01-09,2024-01-08,MI-US,ENG-US,6240,266.94,USD,V1008,INV-2024-001803,,ground transport Calgary
T001806,2024-01-09,2024-01-06,MI-US,ENG-US,6240,293.88,USD,V1008,INV-2024-001806,,ground transport Milwaukee
T001811,2024-01-09,2024-01-07,MI-US,ENG-US,6130,14582.38,USD,V1010,INV-2024-001811,,contract engineer - 2024-01
T001817,2024-01-09,2024-01-09,MI-US,ENG-US,6320,4402.91,USD,V1033,INV-2024-001817,,utilities - 2024-01
T001818,2024-01-09,2024-01-07,MI-US,ENG-US,6330,3958.57,USD,V1020,INV-2024-001818,,planned maintenance
T001830,2024-01-09,2024-01-06,MI-US,ENG-US,6830,2289.42,USD,V1037,INV-2024-001830,,office supplies
T002977,2024-01-09,2023-12-30,MI-US,SGA-US,6330,2507.53,USD,V1020,INV-2023-002977,,planned maintenance
T002984,2024-01-09,2023-12-26,MI-US,SGA-US,6430,4377.83,USD,V1026,INV-2023-002984,,advisory - process review
T002999,2024-01-09,2024-01-09,MI-US,SGA-US,6210,1130.79,USD,V1036,INV-2024-002999,AP-2024-9436,"airfare Calgary, economy"
T003001,2024-01-09,2024-01-06,MI-US,SGA-US,6220,135.0,USD,V1002,INV-2024-003001,,"hotel - 1 nights, Winnipeg"
T004166,2024-01-09,2024-01-07,MI-US,MKT-US,6230,245.59,USD,V1002,INV-2024-004166,,team meals Cleveland
T004168,2024-01-09,2024-01-06,MI-US,MKT-US,6230,349.3,USD,V1002,INV-2024-004168,,team meals Utrecht
T005316,2024-01-09,2024-01-07,MI-CA,OPS-CA,6210,458.3,CAD,V1002,INV-2024-005316,,"airfare Chicago, economy"
T005348,2024-01-09,2024-01-06,MI-CA,OPS-CA,6430,1992.88,CAD,V1029,INV-2024-005348,,advisory - process review
T005357,2024-01-09,2024-01-07,MI-CA,OPS-CA,6610,25849.79,CAD,V1177,INV-2024-005357,,inbound freight - 2024-01
T006555,2024-01-09,2023-12-27,MI-CA,SGA-CA,6420,1541.56,CAD,V1011,INV-2023-006555,,legal advice - commercial
T006586,2024-01-09,2024-01-07,MI-CA,SGA-CA,6230,665.34,CAD,V1002,INV-2024-006586,,client entertainment New York
T006611,2024-01-09,2024-01-06,MI-CA,SGA-CA,6430,5911.79,CAD,V1026,INV-2024-006611,,advisory - process review
T007832,2024-01-09,2023-12-27,MI-NL,OPS-EU,6230,1357.97,EUR,V1037,INV-2023-007832,AP-2023-7446,client entertainment New York
T007855,2024-01-09,2023-12-29,MI-NL,OPS-EU,6430,4310.77,EUR,V1026,INV-2023-007855,,systems advisory
T009038,2024-01-09,2023-12-27,MI-NL,ENG-EU,6230,932.84,EUR,V1037,INV-2023-009038,,client entertainment Chicago
T009081,2024-01-09,2024-01-09,MI-NL,ENG-EU,6230,219.41,EUR,V1002,INV-2024-009081,,team meals Boston
T009083,2024-01-09,2024-01-09,MI-NL,ENG-EU,6230,1194.63,EUR,V1002,INV-2024-009083,AP-2024-7119,client entertainment London
T009105,2024-01-09,2024-01-09,MI-NL,ENG-EU,6510,8808.04,EUR,V1022,INV-2024-009105,,subscription renewal
T010315,2024-01-09,2024-01-07,MI-NL,SGA-EU,6430,6145.69,EUR,V1251,INV-2024-010315,,advisory - process review
T000607,2024-01-10,2023-12-27,MI-US,OPS-NA,6620,23322.73,USD,V1023,INV-2023-000607,,outbound freight - 2023-12
T000617,2024-01-10,2024-01-08,MI-US,OPS-NA,6220,780.64,USD,V1025,INV-2024-000617,,"hotel - 4 nights, London"
T001761,2024-01-10,2023-12-26,MI-US,ENG-US,6110,38421.86,USD,,INV-2023-001761,,semi-monthly payroll run
T001800,2024-01-10,2024-01-09,MI-US,ENG-US,6230,1124.7,USD,V1037,INV-2024-001800,AP-2024-8396,client entertainment New York
T003006,2024-01-10,2024-01-10,MI-US,SGA-US,6230,874.91,USD,V1037,INV-2024-003006,,client entertainment Eindhoven
T003030,2024-01-10,2024-01-09,MI-US,SGA-US,6420,7264.45,USD,V1031,INV-2024-003030,,legal advice - commercial
T003031,2024-01-10,2024-01-08,MI-US,SGA-US,6430,7280.0,USD,V1029,INV-2024-003031,,systems advisory
T004161,2024-01-10,2024-01-09,MI-US,MKT-US,6210,4823.77,USD,V1002,INV-2024-004161,AP-2024-6911,"airfare Chicago return, business"
T005320,2024-01-10,2024-01-07,MI-CA,OPS-CA,6220,450.62,CAD,V1002,INV-2024-005320,,"hotel - 2 nights, Hartford"
T006539,2024-01-10,2023-12-31,MI-CA,SGA-CA,6240,113.81,CAD,V1008,INV-2023-006539,,ground transport Eindhoven
T006572,2024-01-10,2024-01-10,MI-CA,SGA-CA,6210,1505.36,CAD,V1036,INV-2024-006572,AP-2024-3830,"airfare Chicago, economy"
T006581,2024-01-10,2024-01-10,MI-CA,SGA-CA,6230,1041.7,CAD,V1002,INV-2024-006581,AP-2024-8298,client entertainment Toronto
T006594,2024-01-10,2024-01-09,MI-CA,SGA-CA,6120,8191.63,CAD,,INV-2024-006594,,employer contributions - period 2024-01
T007885,2024-01-10,2024-01-09,MI-NL,OPS-EU,6230,1509.65,EUR,V1037,INV-2024-007885,AP-2024-9818,client entertainment London
T007932,2024-01-10,2024-01-10,MI-NL,OPS-EU,6810,7735.35,EUR,V1016,INV-2024-007932,,insurance premium instalment
T009058,2024-01-10,2023-12-27,MI-NL,ENG-EU,6430,4716.13,EUR,V1203,INV-2023-009058,,systems advisory
T010246,2024-01-10,2023-12-30,MI-NL,SGA-EU,6120,26477.78,EUR,,INV-2023-010246,,employer contributions - period 2023-12
T010275,2024-01-10,2024-01-09,MI-NL,SGA-EU,6210,698.94,EUR,V1002,INV-2024-010275,,"airfare Utrecht, economy"
T510880,2024-01-10,2023-12-25,MI-CA,OPS-CA,6320,-4074.63,CAD,V1033,CM-2023-005282,,credit memo - reversal of INV-2023-005282
T000589,2024-01-11,2023-12-28,MI-US,OPS-NA,6320,2067.84,USD,V1033,INV-2023-000589,,utilities - 2023-12
T000665,2024-01-11,2024-01-09,MI-US,OPS-NA,6810,7817.09,USD,V1016,INV-2024-000665,,insurance premium instalment
T002996,2024-01-11,2024-01-10,MI-US,SGA-US,6210,722.97,USD,V1002,INV-2024-002996,,"airfare San Francisco, economy"
T003004,2024-01-11,2024-01-08,MI-US,SGA-US,6230,1396.46,USD,V1037,INV-2024-003004,AP-2024-9900,client entertainment Eindhoven
T003032,2024-01-11,2024-01-08,MI-US,SGA-US,6430,11098.78,USD,V1029,INV-2024-003032,,consulting - 2024-01
T004164,2024-01-11,2024-01-09,MI-US,MKT-US,6220,706.24,USD,V1025,INV-2024-004164,,"hotel - 5 nights, Hartford"
T005328,2024-01-11,2024-01-11,MI-CA,OPS-CA,6240,229.08,CAD,V1036,INV-2024-005328,,ground transport Toronto
T005351,2024-01-11,2024-01-11,MI-CA,OPS-CA,6510,772.04,CAD,V1022,INV-2024-005351,,subscription renewal
T005365,2024-01-11,2024-01-10,MI-CA,OPS-CA,6620,26132.39,CAD,V1021,INV-2024-005365,,outbound freight - 2024-01
T006582,2024-01-11,2024-01-08,MI-CA,SGA-CA,6230,111.39,CAD,V1002,INV-2024-006582,,team meals New York
T006587,2024-01-11,2024-01-11,MI-CA,SGA-CA,6230,166.93,CAD,V1002,INV-2024-006587,,team meals Eindhoven
T007919,2024-01-11,2024-01-10,MI-NL,OPS-EU,6610,19254.39,EUR,V1018,INV-2024-007919,,customs and duty
T007927,2024-01-11,2024-01-09,MI-NL,OPS-EU,6620,17269.73,EUR,V1088,INV-2024-007927,,customer delivery
T009057,2024-01-11,2023-12-28,MI-NL,ENG-EU,6430,10823.09,EUR,V1026,INV-2023-009057,,systems advisory
T009076,2024-01-11,2024-01-10,MI-NL,ENG-EU,6220,568.31,EUR,V1002,INV-2024-009076,,"hotel - 4 nights, Winnipeg"
T000585,2024-01-12,2023-12-31,MI-US,OPS-NA,6130,7629.3,USD,V1012,INV-2023-000585,,temporary operations cover
T001826,2024-01-12,2024-01-12,MI-US,ENG-US,6520,5987.21,USD,V1028,INV-2024-001826,,laptops and peripherals
T002955,2024-01-12,2023-12-28,MI-US,SGA-US,6230,249.44,USD,V1037,INV-2023-002955,,team meals Eindhoven
T003028,2024-01-12,2024-01-11,MI-US,SGA-US,6420,5534.88,USD,V1031,INV-2024-003028,,legal advice - commercial
T004180,2024-01-12,2024-01-12,MI-US,MKT-US,6130,3242.1,USD,V1012,INV-2024-004180,,temporary operations cover
T006606,2024-01-12,2024-01-10,MI-CA,SGA-CA,6420,11081.79,CAD,V1031,INV-2024-006606,,IP counsel
T009098,2024-01-12,2024-01-12,MI-NL,ENG-EU,6130,13120.03,EUR,V1006,INV-2024-009098,,temporary operations cover
T010238,2024-01-12,2023-12-31,MI-NL,SGA-EU,6230,430.31,EUR,V1002,INV-2023-010238,,client entertainment Cleveland
T010276,2024-01-12,2024-01-12,MI-NL,SGA-EU,6210,772.09,EUR,V1002,INV-2024-010276,,"airfare Rotterdam, economy"
T010279,2024-01-12,2024-01-09,MI-NL,SGA-EU,6210,628.4,EUR,V1002,INV-2024-010279,,"airfare Hartford, economy"
T010286,2024-01-12,2024-01-12,MI-NL,SGA-EU,6230,146.87,EUR,V1002,INV-2024-010286,,team meals New York
T010304,2024-01-12,2024-01-11,MI-NL,SGA-EU,6320,5511.05,EUR,V1009,INV-2024-010304,,utilities - 2024-01
T000634,2024-01-13,2024-01-12,MI-US,OPS-NA,6130,1913.82,USD,V1012,INV-2024-000634,,temporary operations cover
T000639,2024-01-13,2024-01-10,MI-US,OPS-NA,6320,10462.77,USD,V1009,INV-2024-000639,,utilities - 2024-01
T004179,2024-01-13,2024-01-12,MI-US,MKT-US,6120,8481.3,USD,,INV-2024-004179,,employer contributions - period 2024-01
T005330,2024-01-13,2024-01-10,MI-CA,OPS-CA,6240,396.76,CAD,V1036,INV-2024-005330,,ground transport Toronto
T007883,2024-01-13,2024-01-12,MI-NL,OPS-EU,6220,453.03,EUR,V1002,INV-2024-007883,,"hotel - 2 nights, San Francisco"
T007918,2024-01-13,2024-01-12,MI-NL,OPS-EU,6610,25310.66,EUR,V1018,INV-2024-007918,,customs and duty
T007921,2024-01-13,2024-01-13,MI-NL,OPS-EU,6610,23831.15,EUR,V1030,INV-2024-007921,,inbound freight - 2024-01
